Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Onur ps5,2023-06-22 21:49:35,00:33:32,,İllegal Hayatlar,,Sony PS5,00:33:33,00:33:33,TR (Turkey)
Onur ps5,2023-06-22 21:49:27,00:00:06,Autoplayed: user action: None; ,Illegal Hayatlar: Röportaj Adam_hook_02_16x9,HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Onur ps5,2023-06-22 20:24:15,01:11:45,,Black Mirror: 6. Sezon: Şeytan 79 (Bölüm 5),,Sony PS5,01:12:00,01:12:00,TR (Turkey)
Onur ps5,2023-06-22 18:44:14,00:06:18,,Kutsal Damacana 4,,Sony PS5,00:06:18,Not latest view,TR (Turkey)
Onur ps5,2023-06-22 18:44:05,00:00:04,Autoplayed: user action: None; ,Kutsal Damacana 4_hook_primary_16x9,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-06-22 18:44:00,00:00:01,,Glamorous: 1. Sezon: Hemen Cevap Verin! (Bölüm 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Onur ps5,2023-06-18 12:54:43,00:02:30,,Black Mirror: 6. Sezon: Mazey Day (Bölüm 4),,Sony PS5,00:23:16,00:23:16,TR (Turkey)
Onur ps5,2023-06-18 12:04:29,00:21:31,,Black Mirror: 6. Sezon: Mazey Day (Bölüm 4),,Sony PS5,00:20:46,Not latest view,TR (Turkey)
Onur ps5,2023-06-18 12:03:41,00:00:27,Autoplayed: user action: User_Interaction; ,Black Mirror: 4. Sezon: USS Callister (Bölüm 1),,Sony PS5,00:00:38,00:00:38,TR (Turkey)
Onur ps5,2023-06-18 11:27:55,00:30:47,,Black Mirror: 6. Sezon: Beyond the Sea (Bölüm 3),,Sony PS5,01:17:21,01:17:21,TR (Turkey)
Onur ps5,2023-06-18 11:27:14,00:00:09,Autoplayed: user action: User_Interaction; ,Black Mirror: 6. Sezon: Şeytan 79 (Bölüm 5),,Sony PS5,00:54:23,Not latest view,TR (Turkey)
Onur ps5,2023-06-18 11:27:05,00:00:04,Autoplayed: user action: None; ,1. Sezon (Tanıtım Fragmanı): Bloodhounds,TEASER_TRAILER,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-06-18 02:11:52,00:54:10,,Black Mirror: 6. Sezon: Şeytan 79 (Bölüm 5),,Sony PS5,00:54:15,Not latest view,TR (Turkey)
Onur ps5,2023-06-18 01:32:33,00:39:16,,Black Mirror: 6. Sezon: Mazey Day (Bölüm 4),,Sony PS5,00:39:21,Not latest view,TR (Turkey)
Onur ps5,2023-06-18 00:50:40,00:40:01,,Black Mirror: 6. Sezon: Beyond the Sea (Bölüm 3),,Sony PS5,01:17:20,Not latest view,TR (Turkey)
Onur ps5,2023-06-17 23:39:34,00:37:14,,Black Mirror: 6. Sezon: Beyond the Sea (Bölüm 3),,Sony PS5,00:37:22,Not latest view,TR (Turkey)
Onur ps5,2023-06-17 23:13:35,00:24:56,Autoplayed: user action: User_Interaction; ,Black Mirror: 6. Sezon: Loch Henry (Bölüm 2),,Sony PS5,00:53:32,00:53:32,TR (Turkey)
Onur ps5,2023-06-17 17:26:38,00:28:22,Autoplayed: user action: User_Interaction; ,Black Mirror: 6. Sezon: Loch Henry (Bölüm 2),,Sony PS5,00:28:40,Not latest view,TR (Turkey)
Onur ps5,2023-06-17 00:52:59,00:00:04,Autoplayed: user action: None; ,Project X_hook_primary_16x9,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-06-16 23:17:21,00:00:03,Autoplayed: user action: None; ,Black Mirror: 6. Sezon: Loch Henry (Bölüm 2),,Sony PS5,00:00:04,Not latest view,TR (Turkey)
Onur ps5,2023-06-16 23:17:16,00:00:01,Autoplayed: user action: None; ,Black Mirror: 6. Sezon: Loch Henry (Bölüm 2),,Sony PS5,00:00:01,Not latest view,TR (Turkey)
Onur ps5,2023-06-16 23:17:07,00:00:03,Autoplayed: user action: None; ,Black Mirror: 6. Sezon: Loch Henry (Bölüm 2),,Sony PS5,00:00:08,Not latest view,TR (Turkey)
Onur ps5,2023-06-16 22:21:39,00:55:24,,Black Mirror: 6. Sezon: Joan İğrenç Biri (Bölüm 1),,Sony PS5,00:55:24,00:55:24,TR (Turkey)
Onur ps5,2023-06-11 17:59:14,00:20:38,,"Human Resources: 2. Sezon: Hormon Canavarları, Utanç Büyücüleri'ne Karşı (Bölüm 4)",,Sony PS5,00:22:21,00:22:21,TR (Turkey)
Onur ps5,2023-06-11 15:53:19,00:01:39,,"Human Resources: 2. Sezon: Hormon Canavarları, Utanç Büyücüleri'ne Karşı (Bölüm 4)",,Sony PS5,00:01:44,Not latest view,TR (Turkey)
Onur ps5,2023-06-11 15:27:56,00:25:17,Autoplayed: user action: User_Interaction; ,Human Resources: 2. Sezon: Paul Gerçeğine Çağrı (Bölüm 3),,Sony PS5,00:25:36,00:25:36,TR (Turkey)
Onur ps5,2023-06-11 14:49:34,00:26:53,Autoplayed: user action: User_Interaction; ,Human Resources: 2. Sezon: Gammaz Sik (Bölüm 2),,Sony PS5,00:26:15,00:26:15,TR (Turkey)
Onur ps5,2023-06-11 14:18:25,00:26:16,,Human Resources: 2. Sezon: Döl Mitzvah (Bölüm 1),,Sony PS5,00:26:15,00:26:15,TR (Turkey)
Onur ps5,2023-06-11 14:18:21,00:00:01,Autoplayed: user action: None; ,Human Resources: 1. Sezon: Berbat Fırtına (Bölüm 10),,Sony PS5,00:01:48,00:01:48,TR (Turkey)
Onur ps5,2023-06-11 14:18:14,00:00:04,,Human Resources: 1. Sezon: Berbat Fırtına (Bölüm 10),,Sony PS5,00:01:51,Not latest view,TR (Turkey)
Onur ps5,2023-06-11 14:18:03,00:00:06,Autoplayed: user action: User_Interaction; ,Human Resources: 1. Sezon: Berbat Fırtına (Bölüm 10),,Sony PS5,00:01:49,Not latest view,TR (Turkey)
Onur ps5,2023-06-08 23:48:06,00:00:09,,Bad Exorcist: 1. Sezon: Şaşırma Hakkı (Bölüm 2),,Apple iPad Air 5th Gen Wi-Fi iPad,00:00:09,00:00:09,TR (Turkey)
Onur ps5,2023-06-08 23:19:45,00:21:20,,FUBAR: 1. Sezon: Kızlarınızı İşe Getirin Günü (Bölüm 1),,Apple iPad Air 5th Gen Wi-Fi iPad,00:21:31,00:21:31,TR (Turkey)
Onur ps5,2023-06-08 22:01:20,01:11:56,,Project X,,Apple iPad Air 5th Gen Wi-Fi iPad,01:21:56,01:21:56,TR (Turkey)
Onur ps5,2023-06-08 12:32:27,00:04:47,Autoplayed: user action: User_Interaction; ,İnce İşler,,Sony PS5,00:52:44,00:52:44,TR (Turkey)
Onur ps5,2023-06-05 19:29:24,00:18:29,Autoplayed: user action: User_Interaction; ,İnce İşler,,Sony PS5,00:47:57,Not latest view,TR (Turkey)
Onur ps5,2023-06-04 01:50:49,00:14:06,,Önemsiz Biri,,Apple iPad Air 5th Gen Wi-Fi iPad,00:15:27,00:15:27,TR (Turkey)
Onur ps5,2023-06-03 23:56:34,01:34:09,,Mastürbasyon Yapmaya Başladığım Yıl,,Apple iPad Air 5th Gen Wi-Fi iPad,01:37:23,01:37:23,TR (Turkey)
Onur ps5,2023-06-03 23:40:47,00:02:12,,Mastürbasyon Yapmaya Başladığım Yıl,,Apple iPad Air 5th Gen Wi-Fi iPad,00:02:13,Not latest view,TR (Turkey)
Onur ps5,2023-06-03 12:15:43,00:01:11,Autoplayed: user action: User_Interaction; ,Human Resources: 1. Sezon: Berbat Fırtına (Bölüm 10),,Sony PS5,00:01:45,Not latest view,TR (Turkey)
Onur ps5,2023-06-03 11:51:08,00:24:31,,Human Resources: 1. Sezon: Bitmek Üzere (Bölüm 9),,Sony PS5,00:25:56,00:25:56,TR (Turkey)
Onur ps5,2023-06-03 11:50:49,00:00:04,,Human Resources: 1. Sezon: Işık (Bölüm 8),,Sony PS5,00:26:27,00:26:27,TR (Turkey)
Onur ps5,2023-06-03 11:50:36,00:00:11,Autoplayed: user action: None; ,1. Sezon (2. Tanıtım Fragmanı): Human Resources,TEASER_TRAILER,Sony PS5,00:00:11,00:00:11,TR (Turkey)
Onur ps5,2023-06-03 11:49:52,00:00:39,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Çok Doğal! Çok Tuhaf!,HOOK,Sony PS5,00:00:39,00:00:39,TR (Turkey)
Onur ps5,2023-06-03 11:48:31,00:01:04,Autoplayed: user action: None; ,Beyaz Gürültü (Kısa Video): Beyaz Gürültü,HOOK,Sony PS5,00:01:04,00:01:04,TR (Turkey)
Onur ps5,2023-06-03 11:48:00,00:00:28,Autoplayed: user action: None; ,1. Sezon (3. Fragman): Valeria,TRAILER,Sony PS5,00:00:28,00:00:28,TR (Turkey)
Onur ps5,2023-06-03 11:47:18,00:00:25,Autoplayed: user action: None; ,Great News: Season 1_hook_01_16x9,HOOK,Sony PS5,00:00:25,00:00:25,TR (Turkey)
Onur ps5,2023-06-03 11:47:04,00:00:12,Autoplayed: user action: None; ,İyi Çocuk (11. Kısa Video): İyi Çocuk,HOOK,Sony PS5,00:00:12,00:00:12,TR (Turkey)
Onur ps5,2023-06-03 11:46:52,00:00:07,Autoplayed: user action: None; ,1. Sezon (Tanıtım Fragmanı): FUBAR,TEASER_TRAILER,Sony PS5,00:00:07,00:00:07,TR (Turkey)
Onur ps5,2023-06-03 11:35:46,00:10:57,Autoplayed: user action: User_Interaction; ,İnce İşler,,Sony PS5,00:29:30,Not latest view,TR (Turkey)
Onur ps5,2023-06-01 20:11:36,00:18:37,,İnce İşler,,Sony PS5,00:18:38,Not latest view,TR (Turkey)
Onur ps5,2023-06-01 20:11:26,00:00:06,Autoplayed: user action: None; ,İnce İşler (Kısa Video): İnce İşler,HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Onur ps5,2023-06-01 20:11:19,00:00:04,Autoplayed: user action: None; ,2. Sezon (Fragman): I Think You Should Leave with Tim Robinson,TRAILER,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-05-18 20:15:14,00:10:59,,Florida Man: Mini Dizi: Dünyadaki En Gerçek Yer (Bölüm 1),,Apple iPad Air 5th Gen Wi-Fi iPad,00:10:59,00:10:59,TR (Turkey)
Onur ps5,2023-05-18 20:10:47,00:01:45,,İyi Adamın 10 Günü,,Apple iPad Air 5th Gen Wi-Fi iPad,00:01:45,00:01:45,TR (Turkey)
Onur ps5,2023-05-18 19:51:29,00:16:46,,Bad Exorcist: 1. Sezon: Cehennem'de Alkol Yasağı (Bölüm 1),,Apple iPad Air 5th Gen Wi-Fi iPad,00:16:46,00:16:46,TR (Turkey)
Onur ps5,2023-05-16 14:51:32,00:28:29,,The Perfect Date,,Sony PS5,00:33:52,00:33:52,TR (Turkey)
Onur ps5,2023-05-16 14:50:42,00:00:05,Autoplayed: user action: None; ,"3. Cilt (Fragman): Love, Death & Robots",TRAILER,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Onur ps5,2023-05-16 14:50:35,00:00:04,Autoplayed: user action: None; ,The New Adventures of Lucky Luke_hook_01_16x9,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-05-16 14:21:14,00:01:28,Autoplayed: user action: None; ,Fragman: Queen Charlotte: A Bridgerton Story,TRAILER,Sony PS5,00:01:28,00:01:28,TR (Turkey)
Onur ps5,2023-05-16 13:32:36,00:26:18,Autoplayed: user action: User_Interaction; ,Mulligan: 1. Kısım: Aşk Seçimi (Bölüm 10),,Sony PS5,00:26:24,00:26:24,TR (Turkey)
Onur ps5,2023-05-16 13:02:50,00:23:45,,Mulligan: 1. Kısım: Benim Başkanım Değil (Bölüm 9),,Sony PS5,00:23:51,00:23:51,TR (Turkey)
Onur ps5,2023-05-16 12:34:43,00:24:40,Autoplayed: user action: User_Interaction; ,Mulligan: 1. Kısım: Matty'nin Hazinesi: Tohumlar Kitabı (Bölüm 8),,Sony PS5,00:24:46,00:24:46,TR (Turkey)
Onur ps5,2023-05-16 12:06:14,00:26:10,Autoplayed: user action: User_Interaction; ,Mulligan: 1. Kısım: Yumurta Avı (Bölüm 7),,Sony PS5,00:26:15,00:26:15,TR (Turkey)
Onur ps5,2023-05-16 11:40:15,00:24:41,Autoplayed: user action: User_Interaction; ,Mulligan: 1. Kısım: Açılış Günü (Bölüm 6),,Sony PS5,00:24:47,00:24:47,TR (Turkey)
Onur ps5,2023-05-16 11:01:19,00:24:45,Autoplayed: user action: User_Interaction; ,Mulligan: 1. Kısım: Pis Koku (Bölüm 5),,Sony PS5,00:24:51,00:24:51,TR (Turkey)
Onur ps5,2023-05-16 10:36:49,00:24:27,Autoplayed: user action: User_Interaction; ,Mulligan: 1. Kısım: Pul Meselesi (Bölüm 4),,Sony PS5,00:24:19,00:24:19,TR (Turkey)
Onur ps5,2023-05-16 10:10:23,00:25:32,Autoplayed: user action: User_Interaction; ,Mulligan: 1. Kısım: Büyük Parti (Bölüm 3),,Sony PS5,00:25:37,00:25:37,TR (Turkey)
Onur ps5,2023-05-16 10:02:56,00:07:25,Autoplayed: user action: User_Interaction; ,Mulligan: 1. Kısım: Amerika'da Sabah (Bölüm 2),,Sony PS5,00:25:37,00:25:37,TR (Turkey)
Onur ps5,2023-05-16 09:39:53,00:20:25,,Mulligan: 1. Kısım: Amerika'da Sabah (Bölüm 2),,Sony PS5,00:18:18,Not latest view,TR (Turkey)
Onur ps5,2023-05-16 09:12:02,00:26:39,,Mulligan: 1. Kısım: Büyük Mulligan (Bölüm 1),,Sony PS5,00:26:39,Not latest view,TR (Turkey)
Onur ps5,2023-05-16 09:11:32,00:00:21,Autoplayed: user action: None; ,1. Kısım (Kısa Video): Mulligan,HOOK,Sony PS5,00:00:21,00:00:21,TR (Turkey)
Onur ps5,2023-05-13 12:39:48,00:30:58,,Fi Tarihi,,Sony PS5,01:32:27,01:32:27,TR (Turkey)
Onur ps5,2023-05-13 10:16:45,01:01:29,Autoplayed: user action: User_Interaction; ,Fi Tarihi,,Sony PS5,01:01:29,Not latest view,TR (Turkey)
Onur ps5,2023-05-10 20:35:49,00:25:03,,Kraliçe Kleopatra: Mini Dizi: Rakipler (Bölüm 1),,Sony PS5,00:25:05,00:25:05,TR (Turkey)
Onur ps5,2023-05-07 21:59:21,00:00:41,Autoplayed: user action: None; ,Kolpaçino 3. Devre_hook_primary_16x9,HOOK,Sony PS5,00:00:41,00:00:41,TR (Turkey)
Onur ps5,2023-05-07 21:59:11,00:00:08,Autoplayed: user action: None; ,Season 1 (Kısa Video): Sıcak Kafa,HOOK,Sony PS5,00:00:08,00:00:08,TR (Turkey)
Onur ps5,2023-05-07 21:57:50,00:01:15,Autoplayed: user action: None; ,Season 1 (Kısa Video): Şahmaran,HOOK,Sony PS5,00:01:15,00:01:15,TR (Turkey)
Onur ps5,2023-05-07 21:56:57,00:00:49,Autoplayed: user action: None; ,Tamirhane_hook_05_16x9,HOOK,Sony PS5,00:00:49,00:00:49,TR (Turkey)
Onur ps5,2023-05-07 21:56:31,00:00:15,Autoplayed: user action: None; ,Celeste and Jesse Forever_hook_03_16x9,HOOK,Sony PS5,00:00:15,00:00:15,TR (Turkey)
Onur ps5,2023-05-07 21:56:18,00:00:04,Autoplayed: user action: None; ,İyi Adamın 10 Günü (Kısa Video): İyi Adamın 10 Günü,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-05-07 21:56:07,00:00:08,Autoplayed: user action: None; ,İyi Adamın 10 Günü (Kısa Video): İyi Adamın 10 Günü,HOOK,Sony PS5,00:00:08,Not latest view,TR (Turkey)
Onur ps5,2023-05-07 21:55:44,00:00:08,Autoplayed: user action: None; ,Living with Yourself: Season 1 (Relationship/Marriage Thematic Trailer 2),TRAILER,Sony PS5,00:00:08,00:00:08,TR (Turkey)
Onur ps5,2023-05-07 21:55:33,00:00:09,Autoplayed: user action: None; ,Power: Season 1_hook_04_16x9,HOOK,Sony PS5,00:00:09,00:00:09,TR (Turkey)
Onur ps5,2023-05-07 21:55:14,00:00:14,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Dijital Detoks,HOOK,Sony PS5,00:00:14,00:00:14,TR (Turkey)
Onur ps5,2023-05-07 21:55:06,00:00:06,Autoplayed: user action: None; ,The Change-Up_hook_primary_16x9,HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Onur ps5,2023-05-07 21:54:54,00:00:08,Autoplayed: user action: None; ,Müjdemi İsterim_hook_primary_16x9,HOOK,Sony PS5,00:00:08,00:00:08,TR (Turkey)
Onur ps5,2023-05-07 21:43:37,00:11:12,,BLOCKBUSTER: 1. Sezon: Evan ve Trevin (Bölüm 3),,Sony PS5,00:11:16,00:11:16,TR (Turkey)
Onur ps5,2023-05-07 21:34:22,00:09:12,Autoplayed: user action: User_Interaction; ,BLOCKBUSTER: 1. Sezon: Blockbuster Baba (Bölüm 2),,Sony PS5,00:24:56,00:24:56,TR (Turkey)
Onur ps5,2023-05-07 21:09:02,00:22:49,,İyi Şanslar Chuck,,Sony PS5,01:37:39,01:37:39,TR (Turkey)
Onur ps5,2023-05-07 21:08:42,00:00:04,Autoplayed: user action: None; ,Queen Charlotte: A Bridgerton Story (Kısa Video): Queen Charlotte: A Bridgerton Story,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-05-06 21:40:02,00:15:42,Autoplayed: user action: User_Interaction; ,BLOCKBUSTER: 1. Sezon: Blockbuster Baba (Bölüm 2),,Sony PS5,00:15:46,Not latest view,TR (Turkey)
Onur ps5,2023-05-06 21:15:50,00:24:07,,BLOCKBUSTER: 1. Sezon: Pilot Bölüm (Bölüm 1),,Sony PS5,00:24:29,00:24:29,TR (Turkey)
Onur ps5,2023-05-06 21:15:44,00:00:04,Autoplayed: user action: None; ,1. Sezon (Kısa Video): BLOCKBUSTER,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-05-06 21:14:19,00:01:02,Autoplayed: user action: None; ,Season 2 (Fragman): Terzi,TRAILER,Sony PS5,00:01:02,00:01:02,TR (Turkey)
Onur ps5,2023-05-06 20:29:07,00:32:23,,Terzi: 1. Sezon: 7. Bölüm (Bölüm 7),,Sony PS5,00:32:29,00:32:29,TR (Turkey)
Onur ps5,2023-05-06 19:55:43,00:33:10,Autoplayed: user action: User_Interaction; ,Terzi: 1. Sezon: 6. Bölüm (Bölüm 6),,Sony PS5,00:37:16,00:37:16,TR (Turkey)
Onur ps5,2023-05-06 19:15:37,00:02:12,Autoplayed: user action: User_Interaction; ,Terzi: 1. Sezon: 6. Bölüm (Bölüm 6),,Sony PS5,00:02:12,Not latest view,TR (Turkey)
Onur ps5,2023-05-06 18:07:06,00:40:11,Autoplayed: user action: User_Interaction; ,Terzi: 1. Sezon: 5. Bölüm (Bölüm 5),,Sony PS5,00:42:41,00:42:41,TR (Turkey)
Onur ps5,2023-05-06 17:29:12,00:24:55,Autoplayed: user action: User_Interaction; ,Terzi: 1. Sezon: 4. Bölüm (Bölüm 4),,Sony PS5,00:25:45,00:25:45,TR (Turkey)
Onur ps5,2023-05-06 16:59:15,00:29:46,,Terzi: 1. Sezon: 3. Bölüm (Bölüm 3),,Sony PS5,00:31:15,00:31:15,TR (Turkey)
Onur ps5,2023-05-06 16:12:21,00:40:25,,Terzi: 1. Sezon: 2. Bölüm (Bölüm 2),,Sony PS5,00:40:32,00:40:32,TR (Turkey)
Onur ps5,2023-05-06 15:28:26,00:42:00,,Terzi: 1. Sezon: 1. Bölüm (Bölüm 1),,Sony PS5,00:42:16,00:42:16,TR (Turkey)
Onur ps5,2023-05-06 15:26:16,00:00:06,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Terzi,HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Onur ps5,2023-05-01 00:03:03,00:00:06,Autoplayed: user action: None; ,Entergalactic (Kısa Video): Entergalactic,HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Onur ps5,2023-05-01 00:02:55,00:00:07,Autoplayed: user action: None; ,Maniac: Mini Dizi (Fragman),TRAILER,Sony PS5,00:00:07,00:00:07,TR (Turkey)
Onur ps5,2023-05-01 00:01:12,00:01:09,Autoplayed: user action: None; ,1. Sezon (Tanıtım Fragmanı): The Pentaverate,TEASER_TRAILER,Sony PS5,00:01:09,00:01:09,TR (Turkey)
Onur ps5,2023-04-30 18:36:20,01:14:51,,İyi Şanslar Chuck,,Sony PS5,01:14:55,Not latest view,TR (Turkey)
Onur ps5,2023-04-30 18:36:13,00:00:05,Autoplayed: user action: None; ,Good Luck Chuck_hook_02_16x9,HOOK,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Onur ps5,2023-04-30 18:09:44,00:25:57,Autoplayed: user action: User_Interaction; ,En Süper Kahraman,,Sony PS5,01:11:47,01:11:47,TR (Turkey)
Onur ps5,2023-04-30 18:09:28,00:00:07,Autoplayed: user action: None; ,Scent of a Woman_hook_primary_16x9,HOOK,Sony PS5,00:00:07,00:00:07,TR (Turkey)
Onur ps5,2023-04-30 18:09:10,00:00:06,Autoplayed: user action: None; ,2. Sezon (Kısa Video): Sweet Tooth,HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Onur ps5,2023-04-26 20:25:28,00:44:40,,En Süper Kahraman,,Netflix Windows App - Cadmium Windows Mobile,00:46:00,Not latest view,TR (Turkey)
Onur ps5,2023-04-26 20:24:56,00:00:04,Autoplayed: user action: None; ,Mini Dizi (2. Kısa Video): Florida Man,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-04-26 20:24:08,00:00:34,Autoplayed: user action: None; ,Mini Dizi (2. Kısa Video): Florida Man,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:34,Not latest view,TR (Turkey)
Onur ps5,2023-04-09 20:29:45,00:03:43,Autoplayed: user action: User_Interaction; ,BEEF: 1. Sezon: Bir Çığlık Oturur İçimde (Bölüm 3),,Sony PS5,00:03:49,00:03:49,TR (Turkey)
Onur ps5,2023-04-09 19:47:47,00:31:29,,BEEF: 1. Sezon: Hayatta Olmanın Coşkusu (Bölüm 2),,Sony PS5,00:30:59,00:30:59,TR (Turkey)
Onur ps5,2023-04-09 19:46:45,00:00:15,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Transatlantik,HOOK,Sony PS5,00:00:15,00:00:15,TR (Turkey)
Onur ps5,2023-04-07 22:19:56,00:36:07,,"BEEF: 1. Sezon: Kuşlar Şarkı Söylemiyor, Acı Acı Ötüyorlar (Bölüm 1)",,Sony PS5,00:36:37,00:36:37,TR (Turkey)
Onur ps5,2023-04-07 22:19:44,00:00:09,Autoplayed: user action: None; ,1. Sezon (Kısa Video): BEEF,HOOK,Sony PS5,00:00:09,00:00:09,TR (Turkey)
Onur ps5,2023-04-03 17:09:33,00:09:41,Autoplayed: user action: None; ,Farzar: 1. Sezon: Aziz Pıtık Günü (Bölüm 4),,Sony PS5,00:21:57,00:21:57,TR (Turkey)
Onur ps5,2023-04-02 19:17:22,00:12:19,Autoplayed: user action: User_Interaction; ,Farzar: 1. Sezon: Aziz Pıtık Günü (Bölüm 4),,Sony PS5,00:12:19,Not latest view,TR (Turkey)
Onur ps5,2023-04-02 19:11:52,00:05:20,,Pornhub'ın Milyar Dolarlık Hikâyesi,,Sony PS5,00:05:20,00:05:20,TR (Turkey)
Onur ps5,2023-04-02 19:05:06,00:01:12,Autoplayed: user action: None; ,Fragman: If Anything Happens I Love You,TRAILER,Sony PS5,00:01:12,00:01:12,TR (Turkey)
Onur ps5,2023-04-02 19:04:12,00:00:51,Autoplayed: user action: None; ,The Midnight Gospel: Season 1 PVS Trailer A,TRAILER,Sony PS5,00:00:51,00:00:51,TR (Turkey)
Onur ps5,2023-04-02 16:12:04,01:54:41,Autoplayed: user action: User_Interaction; ,The Lobster,,Sony PS5,01:54:47,01:54:47,TR (Turkey)
Onur ps5,2023-04-02 16:10:55,00:00:57,Autoplayed: user action: None; ,Murder Mystery (Fragman),TRAILER,Sony PS5,00:00:57,00:00:57,TR (Turkey)
Onur ps5,2023-04-02 16:10:04,00:00:46,Autoplayed: user action: None; ,Fragman: Cops and Robbers,TRAILER,Sony PS5,00:00:46,00:00:46,TR (Turkey)
Onur ps5,2023-04-02 16:09:52,00:00:07,Autoplayed: user action: None; ,Tuca & Bertie: 1. Sezon (Fragman),TRAILER,Sony PS5,00:00:07,00:00:07,TR (Turkey)
Onur ps5,2023-04-02 16:09:12,00:00:37,Autoplayed: user action: None; ,The House (Kısa Video): The House,HOOK,Sony PS5,00:00:37,00:00:37,TR (Turkey)
Onur ps5,2023-04-02 16:08:59,00:00:07,Autoplayed: user action: None; ,"3. Cilt (Fragman): Love, Death & Robots",TRAILER,Sony PS5,00:00:07,Not latest view,TR (Turkey)
Onur ps5,2023-04-02 15:45:12,00:00:41,,The King,,Sony PS5,00:00:59,00:00:59,TR (Turkey)
Onur ps5,2023-04-02 15:45:05,00:00:04,Autoplayed: user action: None; ,Fragman: The King,TRAILER,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Onur ps5,2023-04-02 15:44:25,00:00:25,Autoplayed: user action: None; ,Layer Cake_hook_primary_16x9,HOOK,Sony PS5,00:00:25,00:00:25,TR (Turkey)
Onur ps5,2023-04-02 15:43:10,00:00:35,Autoplayed: user action: None; ,The Lobster_hook_primary_16x9,HOOK,Sony PS5,00:00:35,00:00:35,TR (Turkey)
Onur ps5,2023-04-02 15:42:50,00:00:14,Autoplayed: user action: None; ,Fragman: The King,TRAILER,Sony PS5,00:00:14,Not latest view,TR (Turkey)
Onur ps5,2023-04-02 15:42:20,00:00:21,Autoplayed: user action: None; ,The Ballad of Buster Scruggs (Fragman) - Farklılıklar,TRAILER,Sony PS5,00:00:22,00:00:22,TR (Turkey)
Onur ps5,2023-04-02 15:42:13,00:00:05,Autoplayed: user action: None; ,Fragman: The Harder They Fall,TRAILER,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Onur ps5,2023-04-02 15:41:58,00:00:12,Autoplayed: user action: None; ,Another Round_hook_primary_16x9,HOOK,Sony PS5,00:00:12,00:00:12,TR (Turkey)
Onur ps5,2023-04-02 15:41:42,00:00:01,,Two Distant Strangers,,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Onur ps5,2023-04-02 15:41:09,00:00:32,Autoplayed: user action: None; ,Fragman: Two Distant Strangers,TRAILER,Sony PS5,00:00:32,00:00:32,TR (Turkey)
Onur ps5,2023-04-02 15:40:17,00:00:46,Autoplayed: user action: None; ,Seinfeld: Seinfeld: Season 3_hook_primary_16x9,HOOK,Sony PS5,00:00:46,00:00:46,TR (Turkey)
Onur ps5,2023-04-02 15:40:03,00:00:07,Autoplayed: user action: None; ,1. Sezon (Fragman): Eğlenceli Tarih Dersleri,TRAILER,Sony PS5,00:00:07,00:00:07,TR (Turkey)
Onur ps5,2023-04-02 14:43:08,00:56:34,Autoplayed: user action: User_Interaction; ,Murder Mystery 2,,Sony PS5,01:19:19,01:19:19,TR (Turkey)
Onur ps5,2023-04-02 12:58:30,00:00:24,Autoplayed: user action: None; ,Murder Mystery 2 (Kısa Video): Murder Mystery 2,HOOK,Sony PS5,00:00:24,00:00:24,TR (Turkey)
Onur ps5,2023-04-02 12:57:28,00:00:47,Autoplayed: user action: None; ,Murder Mystery 2 (Kısa Video): Murder Mystery 2,HOOK,Sony PS5,00:00:47,Not latest view,TR (Turkey)
Onur ps5,2023-04-02 11:04:08,00:22:47,,Murder Mystery 2,,Sony PS5,00:22:48,Not latest view,TR (Turkey)
